gender,race,year,salary,allegation,sustained
M,White,2007,58896,2,0
M,White,2008,61932,2,0
M,White,2009,64992,2,0
M,White,2010,73164,3,0
M,White,2011,74628,3,0
M,White,2012,75372,4,0
M,White,2013,75372,5,0
M,White,2014,79980,5,0
M,White,2015,83616,5,0
F,Hispanic,2007,58896,1,0
F,Hispanic,2008,61932,1,0
F,Hispanic,2009,64992,3,0
F,Hispanic,2010,73164,5,0
F,Hispanic,2011,74628,8,0
F,Hispanic,2012,75372,8,0
F,Hispanic,2013,75372,8,0
F,Hispanic,2014,79980,8,0
F,Hispanic,2015,83616,8,0
M,White,2007,70656,6,0
M,White,2008,70656,6,0
M,White,2009,70656,6,0
M,White,2010,78360,7,0
M,White,2011,79926,7,0
M,White,2012,80724,7,0
M,White,2013,80724,7,0
M,White,2014,85662,7,0
M,White,2015,89718,7,0
M,Asian/Pacific,2007,68262,0,0
M,Asian/Pacific,2008,68262,0,0
M,Asian/Pacific,2009,70656,0,0
M,Asian/Pacific,2010,75726,0,0
M,Asian/Pacific,2011,77238,0,0
M,Asian/Pacific,2012,78012,0,0
M,Asian/Pacific,2013,78012,0,0
M,Asian/Pacific,2014,85662,0,0
M,Asian/Pacific,2015,86520,0,0
M,Black,2007,75816,0,0
M,Black,2008,75816,0,0
M,Black,2009,75816,0,0
M,Black,2010,81252,0,0
M,Black,2011,85278,0,0
M,Black,2012,86130,0,0
M,Black,2013,86130,6,3
M,Black,2014,91404,6,3
M,Black,2015,92316,6,3
M,Black,2007,68262,12,1
M,Black,2008,70656,12,1
M,Black,2009,70656,12,1
M,Black,2010,75726,12,1
M,Black,2011,77238,12,1
M,Black,2012,78012,13,1
M,Black,2013,80724,13,1
M,Black,2014,85662,13,1
M,Black,2015,86520,14,1
F,Black,2007,70656,0,0
F,Black,2008,70656,0,0
F,Black,2009,73116,0,0
F,Black,2010,78360,0,0
F,Black,2011,79926,0,0
F,Black,2012,80724,0,0
F,Black,2013,80724,0,0
F,Black,2014,88830,0,0
F,Black,2015,89718,0,0
M,Asian/Pacific,2007,71700,0,0
M,Asian/Pacific,2008,74178,0,0
M,Asian/Pacific,2009,74178,0,0
M,Asian/Pacific,2010,79500,0,0
M,Asian/Pacific,2011,81090,0,0
M,Asian/Pacific,2012,81900,0,0
M,Asian/Pacific,2013,84756,0,0
M,Asian/Pacific,2014,89946,0,0
M,Asian/Pacific,2015,90846,0,0
F,White,2007,75816,19,0
F,White,2008,75816,19,0
F,White,2009,75816,22,0
F,White,2010,81252,23,0
F,White,2011,85278,23,0
F,White,2012,86130,24,0
F,White,2013,86130,24,0
F,White,2014,91404,24,0
F,White,2015,92316,24,0
F,White,2007,61932,3,0
F,White,2008,64992,3,0
F,White,2009,68262,3,0
F,White,2010,73164,3,0
F,White,2011,74628,5,0
F,White,2012,75372,5,0
F,White,2013,75372,5,0
F,White,2014,82788,5,0
F,White,2015,83616,5,0
M,White,2007,68262,6,0
M,White,2008,68262,7,0
M,White,2009,68262,7,0
M,White,2010,73164,8,0
M,White,2011,77238,8,0
M,White,2012,78012,9,0
M,White,2013,78012,11,0
M,White,2014,82788,12,0
M,White,2015,83616,12,0
M,Hispanic,2007,68262,0,0
M,Hispanic,2008,68262,5,1
M,Hispanic,2009,68262,5,1
M,Hispanic,2010,73164,5,1
M,Hispanic,2011,77238,6,1
M,Hispanic,2012,78012,6,1
M,Hispanic,2013,78012,6,1
M,Hispanic,2014,82788,6,1
M,Hispanic,2015,83616,6,1
F,Hispanic,2007,75816,9,1
F,Hispanic,2008,75816,9,1
F,Hispanic,2009,75816,9,1
F,Hispanic,2010,81252,9,1
F,Hispanic,2011,82878,9,1
F,Hispanic,2012,86130,9,1
F,Hispanic,2013,86130,9,1
F,Hispanic,2014,91404,9,1
F,Hispanic,2015,92316,9,1
M,Hispanic,2007,58896,1,0
M,Hispanic,2008,61932,2,0
M,Hispanic,2009,64992,4,0
M,Hispanic,2010,73164,5,0
M,Hispanic,2011,74628,5,0
M,Hispanic,2012,75372,7,0
M,Hispanic,2013,75372,7,0
M,Hispanic,2014,79980,7,0
M,Hispanic,2015,83616,7,0
F,Hispanic,2007,68262,0,0
F,Hispanic,2008,68262,0,0
F,Hispanic,2009,68262,0,0
F,Hispanic,2010,75726,0,0
F,Hispanic,2011,77238,0,0
F,Hispanic,2012,78012,0,0
F,Hispanic,2013,78012,0,0
F,Hispanic,2014,82788,0,0
F,Hispanic,2015,86520,0,0
M,Hispanic,2007,64992,0,0
M,Hispanic,2008,68262,3,0
M,Hispanic,2009,68262,5,0
M,Hispanic,2010,73164,5,0
M,Hispanic,2011,74628,5,0
M,Hispanic,2012,75372,7,0
M,Hispanic,2013,78012,7,0
M,Hispanic,2014,82788,7,0
M,Hispanic,2015,83616,7,0
M,Hispanic,2007,68262,13,0
M,Hispanic,2008,68262,13,0
M,Hispanic,2009,70656,14,0
M,Hispanic,2010,75726,15,0
M,Hispanic,2011,77238,16,0
M,Hispanic,2012,78012,16,0
M,Hispanic,2013,78012,16,0
M,Hispanic,2014,85662,16,0
M,Hispanic,2015,86520,16,0
M,Hispanic,2007,70656,0,0
M,Hispanic,2008,70656,10,1
M,Hispanic,2009,70656,11,2
M,Hispanic,2010,78360,11,2
M,Hispanic,2011,79926,11,2
M,Hispanic,2012,80724,11,2
M,Hispanic,2013,80724,11,2
M,Hispanic,2014,85662,12,2
M,Hispanic,2015,89718,13,2
M,Hispanic,2007,68262,13,0
M,Hispanic,2008,68262,14,0
M,Hispanic,2009,68262,15,0
M,Hispanic,2010,73164,16,0
M,Hispanic,2011,74628,18,0
M,Hispanic,2012,78012,22,0
M,Hispanic,2013,78012,22,0
M,Hispanic,2014,82788,22,0
M,Hispanic,2015,83616,23,0
M,Hispanic,2007,68262,0,0
M,Hispanic,2008,68262,0,0
M,Hispanic,2009,70656,0,0
M,Hispanic,2010,75726,8,0
M,Hispanic,2011,77238,8,0
M,Hispanic,2012,78012,8,0
M,Hispanic,2013,78012,8,0
M,Hispanic,2014,85662,8,0
M,Hispanic,2015,86520,8,0
M,Hispanic,2007,64992,4,0
M,Hispanic,2008,68262,4,0
M,Hispanic,2009,68262,4,0
M,Hispanic,2010,73164,4,0
M,Hispanic,2011,74628,4,0
M,Hispanic,2012,75372,4,0
M,Hispanic,2013,75372,5,0
M,Hispanic,2014,82788,5,0
M,Hispanic,2015,83616,5,0
M,Hispanic,2007,70656,23,0
M,Hispanic,2008,70656,26,0
M,Hispanic,2009,70656,26,0
M,Hispanic,2010,75726,26,0
M,Hispanic,2011,77238,28,0
M,Hispanic,2012,80724,30,0
M,Hispanic,2013,80724,30,0
M,Hispanic,2014,85662,30,0
M,Hispanic,2015,86520,31,0
F,White,2007,70656,8,0
F,White,2008,70656,10,0
F,White,2009,70656,12,0
F,White,2010,75726,13,0
F,White,2011,79926,15,0
F,White,2012,80724,16,0
F,White,2013,80724,16,0
F,White,2014,85662,19,0
F,White,2015,86520,19,0
M,Hispanic,2007,70656,8,0
M,Hispanic,2008,70656,11,0
M,Hispanic,2009,73116,11,0
M,Hispanic,2010,78360,11,0
M,Hispanic,2011,79926,12,0
M,Hispanic,2012,80724,12,0
M,Hispanic,2013,80724,13,0
M,Hispanic,2014,88830,13,0
M,Hispanic,2015,89718,13,0
F,Hispanic,2007,68262,0,0
F,Hispanic,2008,70656,4,0
F,Hispanic,2009,70656,4,0
F,Hispanic,2010,75726,5,0
F,Hispanic,2011,77238,5,0
F,Hispanic,2012,78012,5,0
F,Hispanic,2013,80724,5,0
F,Hispanic,2014,85662,5,0
F,Hispanic,2015,86520,5,0
M,White,2007,68262,9,0
M,White,2008,68262,9,0
M,White,2009,68262,9,0
M,White,2010,73164,9,0
M,White,2011,74628,9,0
M,White,2012,78012,9,0
M,White,2013,78012,9,0
M,White,2014,82788,9,0
M,White,2015,83616,9,0
F,Black,2007,68262,0,0
F,Black,2008,68262,0,0
F,Black,2009,70656,6,2
F,Black,2010,75726,6,2
F,Black,2011,77238,6,2
F,Black,2012,78012,6,2
F,Black,2013,78012,6,2
F,Black,2014,85662,6,2
F,Black,2015,86520,6,2
F,Black,2007,73116,18,2
F,Black,2008,73116,18,2
F,Black,2009,73116,21,3
F,Black,2010,81252,22,3
F,Black,2011,82878,22,3
F,Black,2012,83706,22,3
F,Black,2013,83706,22,3
F,Black,2014,88830,22,3
F,Black,2015,89718,22,3
M,Black,2007,58896,0,0
M,Black,2008,61932,2,0
M,Black,2009,64992,3,0
M,Black,2010,73164,5,0
M,Black,2011,74628,9,0
M,Black,2012,75372,11,0
M,Black,2013,75372,13,0
M,Black,2014,79980,13,0
M,Black,2015,80778,13,0
M,White,2007,70656,0,0
M,White,2008,70656,12,0
M,White,2009,70656,13,0
M,White,2010,75726,13,0
M,White,2011,77238,14,0
M,White,2012,80724,15,0
M,White,2013,80724,15,0
M,White,2014,85662,15,0
M,White,2015,86520,15,0
M,Black,2007,73116,0,0
M,Black,2008,73116,14,3
M,Black,2009,73116,14,3
M,Black,2010,81252,15,3
M,Black,2011,82878,15,3
M,Black,2012,83706,15,3
M,Black,2013,83706,15,3
M,Black,2014,88830,15,3
M,Black,2015,92316,15,3
M,White,2007,70656,26,1
M,White,2008,70656,28,1
M,White,2009,73116,30,1
M,White,2010,78360,30,1
M,White,2011,79926,31,1
M,White,2012,80724,31,1
M,White,2013,80724,31,1
M,White,2014,88830,31,1
M,White,2015,89718,31,1
M,White,2007,68262,0,0
M,White,2008,68262,4,0
M,White,2009,68262,6,0
M,White,2010,73164,6,0
M,White,2011,74628,6,0
M,White,2012,78012,6,0
M,White,2013,78012,6,0
M,White,2014,82788,6,0
M,White,2015,54114,7,0
M,White,2007,68262,4,0
M,White,2008,68262,5,0
M,White,2009,68262,5,0
M,White,2010,73164,5,0
M,White,2011,74628,6,0
M,White,2012,78012,6,0
M,White,2013,78012,6,0
M,White,2014,82788,8,1
M,White,2015,83616,11,1
F,Black,2007,70656,0,0
F,Black,2008,70656,12,1
F,Black,2009,70656,13,2
F,Black,2010,75726,13,2
F,Black,2011,77238,13,2
F,Black,2012,80724,13,2
F,Black,2013,80724,15,2
F,Black,2014,85662,15,2
F,Black,2015,86520,15,2
F,Hispanic,2007,68262,1,1
F,Hispanic,2008,68262,1,1
F,Hispanic,2009,68262,2,1
F,Hispanic,2010,73164,2,1
F,Hispanic,2011,74628,2,1
F,Hispanic,2012,78012,3,1
F,Hispanic,2013,78012,3,1
F,Hispanic,2014,82788,3,1
F,Hispanic,2015,83616,3,1
M,Black,2007,73116,0,0
M,Black,2008,73116,0,0
M,Black,2009,73116,0,0
M,Black,2010,81252,0,0
M,Black,2011,82878,0,0
M,Black,2012,83706,0,0
M,Black,2013,83706,0,0
M,Black,2014,88830,0,0
M,Black,2015,92316,0,0
F,Black,2007,43104,0,0
F,Black,2008,55728,0,0
F,Black,2009,58896,1,0
F,Black,2010,66378,3,1
F,Black,2011,71040,5,1
F,Black,2012,75372,7,1
F,Black,2013,75372,7,1
F,Black,2014,79980,7,1
F,Black,2015,80778,7,1
M,White,2007,70656,0,0
M,White,2008,70656,0,0
M,White,2009,70656,0,0
M,White,2010,75726,0,0
M,White,2011,79926,0,0
M,White,2012,80724,0,0
M,White,2013,80724,0,0
M,White,2014,85662,0,0
M,White,2015,86520,0,0
M,White,2007,73116,24,2
M,White,2008,73116,25,2
M,White,2009,73116,26,3
M,White,2010,78360,26,3
M,White,2011,79926,26,3
M,White,2012,83706,26,3
M,White,2013,83706,27,3
M,White,2014,88830,27,3
M,White,2015,89718,30,3
M,White,2007,70656,25,2
M,White,2008,73116,26,2
M,White,2009,73116,29,2
M,White,2010,78360,31,3
M,White,2011,79926,31,3
M,White,2012,80724,31,3
M,White,2013,83706,31,3
M,White,2014,88830,32,3
M,White,2015,89718,32,3
M,White,2007,70656,0,0
M,White,2008,70656,11,3
M,White,2009,70656,12,4
M,White,2010,75726,12,4
M,White,2011,79926,12,4
M,White,2012,80724,12,4
M,White,2013,80724,12,4
M,White,2014,85662,12,4
M,White,2015,86520,12,4
M,Black,2007,61932,1,0
M,Black,2008,64992,2,0
M,Black,2009,68262,3,0
M,Black,2010,73164,3,0
M,Black,2011,74628,3,0
M,Black,2012,75372,3,0
M,Black,2013,75372,3,0
M,Black,2014,82788,3,0
M,Black,2015,83616,3,0
F,White,2007,75816,0,0
F,White,2008,75816,0,0
F,White,2009,75816,0,0
F,White,2010,81252,0,0
F,White,2011,85278,0,0
F,White,2012,86130,0,0
F,White,2013,86130,0,0
F,White,2014,91404,0,0
F,White,2015,92316,0,0
M,Hispanic,2007,68262,1,0
M,Hispanic,2008,68262,3,0
M,Hispanic,2009,68262,4,0
M,Hispanic,2010,73164,4,0
M,Hispanic,2011,74628,4,0
M,Hispanic,2012,78012,5,1
M,Hispanic,2013,78012,5,1
M,Hispanic,2014,82788,5,1
M,Hispanic,2015,83616,5,1
M,Hispanic,2007,43104,0,0
M,Hispanic,2008,55728,0,0
M,Hispanic,2009,61932,1,0
M,Hispanic,2010,69648,1,0
M,Hispanic,2011,74628,2,0
M,Hispanic,2012,75372,3,0
M,Hispanic,2013,75372,3,0
M,Hispanic,2014,79980,4,0
M,Hispanic,2015,80778,5,0
M,White,2007,68262,0,0
M,White,2008,68262,6,0
M,White,2009,68262,6,0
M,White,2010,75726,6,0
M,White,2011,77238,6,0
M,White,2012,78012,6,0
M,White,2013,78012,6,0
M,White,2014,82788,8,0
M,White,2015,86520,9,0
F,White,2007,68262,0,0
F,White,2008,68262,0,0
F,White,2009,68262,0,0
F,White,2010,73164,0,0
F,White,2011,77238,4,0
F,White,2012,78012,4,0
F,White,2013,78012,4,0
F,White,2014,82788,4,0
F,White,2015,83616,4,0
M,Hispanic,2007,75816,0,0
M,Hispanic,2008,75816,40,5
M,Hispanic,2009,75816,40,5
M,Hispanic,2010,81252,40,5
M,Hispanic,2011,85278,40,5
M,Hispanic,2012,86130,41,5
M,Hispanic,2013,86130,41,5
M,Hispanic,2014,91404,41,5
M,Hispanic,2015,92316,42,5
M,Asian/Pacific,2007,70656,0,0
M,Asian/Pacific,2008,70656,0,0
M,Asian/Pacific,2009,70656,0,0
M,Asian/Pacific,2010,78360,0,0
M,Asian/Pacific,2011,79926,0,0
M,Asian/Pacific,2012,80724,0,0
M,Asian/Pacific,2013,80724,0,0
M,Asian/Pacific,2014,85662,0,0
M,Asian/Pacific,2015,89718,0,0
M,Hispanic,2007,78006,0,0
M,Hispanic,2008,78006,0,0
M,Hispanic,2009,78006,0,0
M,Hispanic,2010,83604,0,0
M,Hispanic,2011,85278,0,0
M,Hispanic,2012,86130,0,0
M,Hispanic,2013,86130,0,0
M,Hispanic,2014,91404,0,0
M,Hispanic,2015,92316,0,0
M,Hispanic,2007,75816,0,0
M,Hispanic,2008,78006,0,0
M,Hispanic,2009,78006,0,0
M,Hispanic,2010,83604,0,0
M,Hispanic,2011,85278,0,0
M,Hispanic,2012,86130,0,0
M,Hispanic,2013,86130,0,0
M,Hispanic,2014,91404,0,0
M,Hispanic,2015,92316,0,0
F,Hispanic,2007,55728,1,0
F,Hispanic,2008,58896,3,0
F,Hispanic,2009,61932,3,0
F,Hispanic,2010,69648,3,0
F,Hispanic,2011,74628,4,0
F,Hispanic,2012,75372,4,0
F,Hispanic,2013,75372,4,0
F,Hispanic,2014,79980,4,0
F,Hispanic,2015,80778,4,0
M,Hispanic,2007,73116,0,0
M,Hispanic,2008,76764,0,0
M,Hispanic,2009,76764,0,0
M,Hispanic,2010,82272,0,0
M,Hispanic,2011,87048,0,0
M,Hispanic,2012,87918,0,0
M,Hispanic,2013,87918,0,0
M,Hispanic,2014,93300,0,0
M,Hispanic,2015,94236,0,0
F,White,2007,73116,0,0
F,White,2008,73116,0,0
F,White,2009,73116,0,0
F,White,2010,81252,0,0
F,White,2011,82878,0,0
F,White,2012,83706,0,0
F,White,2013,83706,0,0
F,White,2014,88830,0,0
F,White,2015,92316,0,0
M,Hispanic,2007,68262,12,0
M,Hispanic,2008,68262,12,0
M,Hispanic,2009,68262,12,0
M,Hispanic,2010,75726,12,0
M,Hispanic,2011,77238,12,0
M,Hispanic,2012,78012,13,0
M,Hispanic,2013,78012,13,0
M,Hispanic,2014,82788,13,0
M,Hispanic,2015,86520,13,0
M,Hispanic,2007,43104,0,0
M,Hispanic,2008,55728,1,0
M,Hispanic,2009,58896,2,0
M,Hispanic,2010,66378,3,0
M,Hispanic,2011,71040,5,0
M,Hispanic,2012,75372,9,0
M,Hispanic,2013,75372,9,0
M,Hispanic,2014,79980,11,0
M,Hispanic,2015,80778,11,0
M,Hispanic,2007,58896,0,0
M,Hispanic,2008,61932,0,0
M,Hispanic,2009,64992,0,0
M,Hispanic,2010,73164,2,0
M,Hispanic,2011,74628,3,0
M,Hispanic,2012,75372,3,0
M,Hispanic,2013,75372,5,0
M,Hispanic,2014,79980,6,0
M,Hispanic,2015,83616,6,0
F,White,2007,70656,7,0
F,White,2008,70656,8,0
F,White,2009,70656,8,0
F,White,2010,75726,8,0
F,White,2011,79926,8,0
F,White,2012,80724,9,0
F,White,2013,80724,9,0
F,White,2014,85662,9,0
F,White,2015,86520,9,0
M,White,2007,70656,18,0
M,White,2008,70656,18,0
M,White,2009,73116,18,0
M,White,2010,78360,19,0
M,White,2011,79926,20,0
M,White,2012,80724,20,0
M,White,2013,80724,20,0
M,White,2014,88830,20,0
M,White,2015,89718,20,0
M,Asian/Pacific,2007,55728,0,0
M,Asian/Pacific,2008,58896,1,0
M,Asian/Pacific,2009,61932,3,0
M,Asian/Pacific,2010,69648,3,0
M,Asian/Pacific,2011,74628,3,0
M,Asian/Pacific,2012,75372,4,0
M,Asian/Pacific,2013,75372,5,0
M,Asian/Pacific,2014,79980,5,0
M,Asian/Pacific,2015,80778,5,0
M,Hispanic,2007,68262,0,0
M,Hispanic,2008,68262,0,0
M,Hispanic,2009,68262,0,0
M,Hispanic,2010,75726,0,0
M,Hispanic,2011,77238,0,0
M,Hispanic,2012,78012,0,0
M,Hispanic,2013,78012,0,0
M,Hispanic,2014,82788,0,0
M,Hispanic,2015,86520,0,0
M,White,2007,68262,10,0
M,White,2008,68262,11,0
M,White,2009,70656,11,0
M,White,2010,75726,11,0
M,White,2011,77238,11,0
M,White,2012,78012,12,0
M,White,2013,78012,12,0
M,White,2014,85662,12,0
M,White,2015,86520,12,0
M,Asian/Pacific,2007,73116,0,0
M,Asian/Pacific,2008,73116,14,0
M,Asian/Pacific,2009,73116,14,0
M,Asian/Pacific,2010,78360,14,0
M,Asian/Pacific,2011,87048,14,0
M,Asian/Pacific,2012,87918,14,0
M,Asian/Pacific,2013,87918,14,0
M,Asian/Pacific,2014,93300,14,0
M,Asian/Pacific,2015,94236,14,0
M,Black,2007,70656,0,0
M,Black,2008,70656,26,6
M,Black,2009,73116,26,6
M,Black,2010,78360,26,6
M,Black,2011,79926,26,6
M,Black,2012,80724,26,6
M,Black,2013,80724,26,6
M,Black,2014,88830,27,6
M,Black,2015,89718,29,6
M,Black,2007,43104,0,0
M,Black,2008,55728,2,0
M,Black,2009,58896,6,0
M,Black,2010,66378,8,0
M,Black,2011,71040,8,0
M,Black,2012,75372,10,0
M,Black,2013,75372,13,1
M,Black,2014,79980,14,1
M,Black,2015,80778,15,1
M,Black,2007,75816,0,0
M,Black,2008,75816,0,0
M,Black,2009,75816,0,0
M,Black,2010,83604,0,0
M,Black,2011,85278,0,0
M,Black,2012,86130,0,0
M,Black,2013,86130,0,0
M,Black,2014,91404,0,0
M,Black,2015,92316,0,0
F,Black,2007,55728,0,0
F,Black,2008,58896,2,0
F,Black,2009,61932,5,0
F,Black,2010,69648,5,0
F,Black,2011,74628,5,0
F,Black,2012,75372,5,0
F,Black,2013,75372,5,0
F,Black,2014,79980,7,0
F,Black,2015,80778,9,0
F,Black,2007,68262,0,0
F,Black,2008,68262,0,0
F,Black,2009,68262,3,0
F,Black,2010,73164,3,0
F,Black,2011,77238,3,0
F,Black,2012,78012,4,0
F,Black,2013,78012,4,0
F,Black,2014,82788,4,0
F,Black,2015,83616,5,0
F,Black,2007,43104,0,0
F,Black,2008,58896,1,0
F,Black,2009,61932,1,0
F,Black,2010,69648,3,0
F,Black,2011,74628,4,0
F,Black,2012,75372,4,0
F,Black,2013,75372,4,0
F,Black,2014,79980,4,0
F,Black,2015,80778,4,0
M,Black,2007,70656,0,0
M,Black,2008,70656,0,0
M,Black,2009,70656,7,1
M,Black,2010,78360,11,2
M,Black,2011,79926,11,2
M,Black,2012,80724,11,2
M,Black,2013,80724,11,2
M,Black,2014,85662,11,2
M,Black,2015,89718,11,2
M,White,2007,70656,15,2
M,White,2008,70656,15,2
M,White,2009,73116,15,2
M,White,2010,78360,15,2
M,White,2011,79926,15,2
M,White,2012,80724,15,2
M,White,2013,80724,16,2
M,White,2014,88830,18,2
M,White,2015,89718,18,2
M,Black,2007,70656,21,5
M,Black,2008,70656,21,5
M,Black,2009,73116,21,5
M,Black,2010,78360,22,5
M,Black,2011,79926,23,5
M,Black,2012,80724,24,5
M,Black,2013,80724,24,5
M,Black,2014,88830,24,5
M,Black,2015,89718,24,5
M,Hispanic,2007,73116,0,0
M,Hispanic,2008,73116,0,0
M,Hispanic,2009,73116,16,2
M,Hispanic,2010,78360,17,2
M,Hispanic,2011,82878,17,2
M,Hispanic,2012,83706,17,2
M,Hispanic,2013,83706,17,2
M,Hispanic,2014,88830,17,2
M,Hispanic,2015,89718,17,2
M,Hispanic,2007,68262,11,0
M,Hispanic,2008,68262,12,0
M,Hispanic,2009,68262,13,0
M,Hispanic,2010,73164,13,0
M,Hispanic,2011,77238,13,0
M,Hispanic,2012,78012,13,0
M,Hispanic,2013,78012,14,0
M,Hispanic,2014,82788,14,0
M,Hispanic,2015,83616,14,0
M,Hispanic,2007,68262,0,0
M,Hispanic,2008,68262,3,0
M,Hispanic,2009,68262,4,0
M,Hispanic,2010,73164,8,1
M,Hispanic,2011,74628,12,1
M,Hispanic,2012,75372,19,1
M,Hispanic,2013,78012,19,1
M,Hispanic,2014,82788,20,1
M,Hispanic,2015,83616,23,1
F,Hispanic,2007,68262,12,4
F,Hispanic,2008,68262,13,4
F,Hispanic,2009,68262,15,4
F,Hispanic,2010,75726,19,4
F,Hispanic,2011,77238,21,4
F,Hispanic,2012,78012,22,4
F,Hispanic,2013,78012,22,4
F,Hispanic,2014,82788,22,4
F,Hispanic,2015,86520,22,4
M,Hispanic,2007,43104,0,0
M,Hispanic,2008,58896,0,0
M,Hispanic,2009,61932,1,0
M,Hispanic,2010,69648,1,0
M,Hispanic,2011,74628,1,0
M,Hispanic,2012,75372,1,0
M,Hispanic,2013,75372,1,0
M,Hispanic,2014,79980,1,0
M,Hispanic,2015,80778,1,0
M,Hispanic,2007,73116,29,2
M,Hispanic,2008,73116,30,2
M,Hispanic,2009,73116,30,2
M,Hispanic,2010,78360,30,2
M,Hispanic,2011,79926,30,2
M,Hispanic,2012,83706,30,2
M,Hispanic,2013,83706,30,2
M,Hispanic,2014,88830,31,2
M,Hispanic,2015,89718,33,2
M,Hispanic,2007,64992,6,0
M,Hispanic,2008,68262,6,0
M,Hispanic,2009,68262,8,0
M,Hispanic,2010,73164,8,0
M,Hispanic,2011,74628,8,0
M,Hispanic,2012,75372,10,0
M,Hispanic,2013,78012,11,0
M,Hispanic,2014,82788,11,0
M,Hispanic,2015,83616,11,0
M,Hispanic,2007,68262,0,0
M,Hispanic,2008,70656,0,0
M,Hispanic,2009,70656,12,0
M,Hispanic,2010,75726,13,0
M,Hispanic,2011,77238,15,1
M,Hispanic,2012,78012,16,1
M,Hispanic,2013,80724,16,1
M,Hispanic,2014,85662,16,1
M,Hispanic,2015,86520,16,1
M,Hispanic,2007,58896,0,0
M,Hispanic,2008,61932,2,0
M,Hispanic,2009,64992,5,0
M,Hispanic,2010,73164,6,0
M,Hispanic,2011,74628,8,0
M,Hispanic,2012,75372,9,0
M,Hispanic,2013,75372,9,0
M,Hispanic,2014,79980,9,0
M,Hispanic,2015,83616,10,1
F,Hispanic,2007,58896,1,0
F,Hispanic,2008,61932,1,0
F,Hispanic,2009,64992,1,0
F,Hispanic,2010,73164,2,0
F,Hispanic,2011,74628,3,0
F,Hispanic,2012,75372,3,0
F,Hispanic,2013,75372,6,0
F,Hispanic,2014,79980,6,0
F,Hispanic,2015,80778,6,0
M,Hispanic,2007,58896,1,0
M,Hispanic,2008,61932,2,1
M,Hispanic,2009,64992,5,2
M,Hispanic,2010,73164,5,2
M,Hispanic,2011,74628,5,2
M,Hispanic,2012,75372,5,2
M,Hispanic,2013,75372,5,2
M,Hispanic,2014,79980,7,2
M,Hispanic,2015,80778,8,2
M,Hispanic,2007,68262,4,0
M,Hispanic,2008,68262,4,0
M,Hispanic,2009,68262,5,0
M,Hispanic,2010,75726,6,0
M,Hispanic,2011,77238,6,0
M,Hispanic,2012,78012,7,0
M,Hispanic,2013,78012,7,0
M,Hispanic,2014,82788,7,0
M,Hispanic,2015,86520,7,0
F,Hispanic,2007,75816,3,0
F,Hispanic,2008,75816,3,0
F,Hispanic,2009,75816,3,0
F,Hispanic,2010,81252,3,0
F,Hispanic,2011,82878,3,0
F,Hispanic,2012,86130,3,0
F,Hispanic,2013,86130,3,0
F,Hispanic,2014,91404,3,0
F,Hispanic,2015,92316,3,0
F,Black,2007,73116,0,0
F,Black,2008,73116,0,0
F,Black,2009,73116,0,0
F,Black,2010,78360,0,0
F,Black,2011,82878,13,1
F,Black,2012,83706,14,1
F,Black,2013,83706,15,1
F,Black,2014,88830,15,1
F,Black,2015,89718,17,1
M,Asian/Pacific,2007,68262,4,0
M,Asian/Pacific,2008,68262,4,0
M,Asian/Pacific,2009,70656,4,0
M,Asian/Pacific,2010,75726,4,0
M,Asian/Pacific,2011,77238,4,0
M,Asian/Pacific,2012,78012,4,0
M,Asian/Pacific,2013,78012,4,0
M,Asian/Pacific,2014,85662,5,0
M,Asian/Pacific,2015,86520,5,0
M,Hispanic,2007,70656,0,0
M,Hispanic,2008,70656,0,0
M,Hispanic,2009,70656,0,0
M,Hispanic,2010,78360,0,0
M,Hispanic,2011,79926,0,0
M,Hispanic,2012,80724,0,0
M,Hispanic,2013,80724,0,0
M,Hispanic,2014,85662,13,0
M,Hispanic,2015,89718,13,0
F,White,2007,68262,0,0
F,White,2008,68262,0,0
F,White,2009,68262,2,0
F,White,2010,73164,2,0
F,White,2011,74628,2,0
F,White,2012,78012,2,0
F,White,2013,78012,3,0
F,White,2014,82788,3,0
F,White,2015,83616,3,0
F,Black,2007,73116,0,0
F,Black,2008,73116,0,0
F,Black,2009,73116,0,0
F,Black,2010,78360,0,0
F,Black,2011,82878,0,0
F,Black,2012,83706,0,0
F,Black,2013,83706,0,0
F,Black,2014,88830,0,0
F,Black,2015,89718,0,0
F,Black,2007,70656,3,0
F,Black,2008,70656,3,0
F,Black,2009,70656,3,0
F,Black,2010,75726,4,0
F,Black,2011,79926,6,0
F,Black,2012,80724,6,0
F,Black,2013,80724,6,0
F,Black,2014,85662,6,0
F,Black,2015,86520,7,0
M,Black,2007,55728,0,0
M,Black,2008,58896,1,0
M,Black,2009,61932,1,0
M,Black,2010,69648,1,0
M,Black,2011,74628,3,1
M,Black,2012,75372,5,1
M,Black,2013,75372,5,1
M,Black,2014,79980,5,1
M,Black,2015,80778,5,1
M,Asian/Pacific,2007,55728,0,0
M,Asian/Pacific,2008,58896,0,0
M,Asian/Pacific,2009,61932,0,0
M,Asian/Pacific,2010,69648,0,0
M,Asian/Pacific,2011,74628,0,0
M,Asian/Pacific,2012,75372,0,0
M,Asian/Pacific,2013,75372,2,0
M,Asian/Pacific,2014,79980,2,0
M,Asian/Pacific,2015,80778,2,0
M,Black,2007,68262,0,0
M,Black,2008,70656,0,0
M,Black,2009,70656,5,1
