officer_id,gender,race,appointed_date,rank,active,birth_year,civilian_allegation_percentile,honorable_mention_count,internal_allegation_percentile,trr_count,allegation_count,sustained_count,civilian_compliment_count,current_badge,discipline_count,major_award_count,unsustained_count
1,M,White,2005-09-26,Sergeant of Police,Yes,1971,61.2069,61,76.9384,7,6,0,4,1424,0,0,0
2,F,Hispanic,2005-09-26,Police Officer,Yes,1980,76.4252,71,0.0000,4,8,0,2,20373,0,0,2
4,M,White,1969-01-06,Police Officer as Detective,No,1942,58.8524,0,0.0000,0,7,0,1,,0,0,2
6,M,White,1994-12-05,Police Officer,No,1968,38.7292,2,89.6420,2,6,2,0,18601,0,0,2
7,M,White,1995-12-04,Police Officer,Yes,1972,41.5139,9,61.1521,5,8,0,3,19596,0,0,2
8,M,Black,1990-03-26,Police Officer,No,1945,41.1729,0,0.0000,0,2,0,0,,0,0,2
13,M,White,1982-11-29,Police Officer,No,1953,43.4193,3,0.0000,0,10,2,2,,1,0,6
14,F,White,1987-12-07,Police Officer,No,1958,28.1440,2,0.0000,0,4,0,1,,0,0,2
15,M,White,2012-11-30,Police Officer,Yes,1983,46.1830,19,0.0000,9,1,0,2,17673,0,1,1
16,M,Asian/Pacific,2008-04-28,Police Officer,Yes,1984,97.3590,29,83.9944,24,19,1,5,14008,1,0,6
17,M,Black,1989-12-26,Police Officer,No,1958,92.1417,2,61.1521,0,25,1,1,,1,0,14
18,M,Asian/Pacific,1999-10-25,Police Officer,Yes,1976,41.5139,34,61.1521,4,5,1,3,14237,1,0,0
19,M,Asian/Pacific,1999-12-13,Police Officer,No,1949,47.5135,6,73.6703,1,5,0,2,5959,0,0,3
20,M,White,1970-06-15,Sergeant of Police,No,1949,26.8216,1,0.0000,0,3,0,3,1747,0,0,1
25,F,Asian/Pacific,2014-04-28,Police Officer,Yes,1986,61.0325,3,0.0000,2,1,0,0,16579,0,0,0
29,M,Black,1986-06-16,Police Officer,No,1963,32.2952,5,69.9671,2,6,3,7,11485,3,0,2
33,M,Hispanic,1973-10-22,Police Officer as Detective,No,1946,0.0000,0,0.0000,0,15,1,0,,1,0,11
34,M,Black,1998-06-29,Police Officer,Yes,1973,72.3141,10,79.9133,8,15,1,1,12861,1,0,4
38,M,Asian/Pacific,1998-06-29,Police Officer as Detective,Yes,1971,72.3141,34,79.9133,2,13,2,1,20777,1,0,8
39,F,White,1986-08-11,Police Officer,No,1952,81.7842,13,0.0000,2,24,0,12,12511,0,0,17
41,F,White,2004-11-29,Police Officer,Yes,1979,52.3321,15,76.0763,0,5,0,4,9248,0,0,0
42,M,White,2001-04-30,Police Officer,Yes,1967,78.4732,142,0.0000,25,12,0,9,3392,0,0,5
44,M,Hispanic,1995-09-05,Police Officer as Detective,Yes,1969,53.0197,11,79.9133,8,20,0,1,20137,0,0,11
46,M,Hispanic,2016-04-25,Police Officer,Yes,1991,,2,,0,1,0,0,9974,0,0,0
47,M,Hispanic,2001-05-29,Police Officer,Yes,1974,45.3259,16,85.2153,2,7,1,2,14467,1,0,2
48,F,Hispanic,1986-12-22,Police Officer,No,1958,43.9904,9,0.0000,0,9,1,9,,1,0,3
49,M,Hispanic,2005-09-26,Police Officer,Yes,1972,71.8208,88,0.0000,6,7,0,4,15760,0,1,1
50,F,Hispanic,2000-09-11,Police Officer,Yes,1963,0.0000,5,84.6223,0,2,2,4,9476,2,0,0
51,M,Hispanic,2003-10-27,Police Officer,Yes,1975,61.6155,23,74.6960,13,8,0,8,4853,0,0,5
52,M,Hispanic,1999-03-08,Police Officer,Yes,1972,77.6460,51,61.1521,20,16,0,1,6380,0,0,4
53,F,Hispanic,2013-05-01,Police Officer,Yes,1973,0.0000,4,0.0000,0,1,0,0,10955,0,0,0
54,M,Hispanic,1995-02-06,Police Officer,Yes,1962,57.7487,7,0.0000,2,13,2,1,19029,2,0,4
56,M,Hispanic,2009-12-16,Police Officer,Yes,1982,91.2298,42,0.0000,30,10,1,2,7792,1,0,3
58,M,Hispanic,1982-07-19,Police Officer,No,1956,71.5949,12,86.1845,0,36,9,0,,9,1,20
59,M,Hispanic,1995-06-05,Police Officer,No,1963,55.4602,0,94.4414,0,14,3,0,,3,0,4
60,M,Hispanic,2002-07-29,Police Officer,Yes,1978,94.9073,108,0.0000,33,25,0,6,11683,0,0,7
61,M,Hispanic,1999-05-10,Police Officer,Yes,1973,61.9992,30,0.0000,13,8,0,3,9561,0,1,7
62,F,Hispanic,2009-12-16,Police Officer,Yes,1980,60.9577,12,0.0000,1,3,0,1,12327,0,0,1
64,M,Hispanic,2003-11-24,Police Officer,Yes,1980,56.5826,44,0.0000,8,5,0,2,18603,0,0,1
65,M,Hispanic,1997-05-05,Police Officer,Yes,1972,94.6432,70,0.0000,18,31,0,7,18154,0,0,17
67,F,White,1996-05-06,Police Officer,Yes,1958,83.7403,32,0.0000,3,19,0,12,19875,0,0,3
69,M,Hispanic,1994-09-06,Police Officer,Yes,1960,61.9992,13,61.1521,2,13,0,2,9965,0,0,5
70,M,Hispanic,1970-06-15,Commander,No,1946,41.4662,0,0.0000,0,8,2,0,274,1,0,5
72,M,Hispanic,2015-12-14,Police Officer,Yes,1990,,9,,0,3,0,0,16462,0,1,1
74,F,Hispanic,2015-10-26,Police Officer,Yes,1987,,6,,0,1,0,0,16569,0,1,0
75,M,Native American/Alaskan Native,1999-10-25,Police Officer,No,1971,92.8393,27,79.9133,23,27,1,3,11164,1,0,13
77,F,Hispanic,1998-12-14,Police Officer,Yes,1974,47.6380,25,0.0000,0,5,0,7,3081,0,0,1
78,M,Hispanic,1963-10-01,Sergeant of Police,No,1939,65.2386,9,95.0341,0,8,1,3,,1,1,4
80,M,Hispanic,2010-09-01,Police Officer,Yes,1979,80.8003,10,87.8613,4,9,3,4,10089,3,0,1
81,M,White,2002-02-25,Police Officer / Marine Officer,Yes,1978,67.3610,25,72.8224,4,9,0,4,4145,0,1,2
83,M,White,1995-06-05,Police Officer as Detective,Yes,1973,35.6089,0,0.0000,1,6,0,2,20389,0,0,1
87,F,Black,1987-03-09,Police Officer,No,1960,32.6097,7,0.0000,3,4,0,1,17962,0,0,2
89,M,White,1994-10-03,Police Officer,No,1961,44.7994,3,92.2885,0,7,2,0,,2,0,4
90,M,Black,1964-06-22,Police Officer,No,1942,78.5362,0,87.4323,0,25,4,0,,3,1,14
91,M,White,1969-03-11,Police Officer as Detective,No,1944,53.3110,1,0.0000,0,17,1,2,,1,2,10
92,M,White,1994-05-31,Police Officer as Detective,Yes,1970,77.6460,9,0.0000,2,27,1,5,20261,1,1,14
93,M,Black,1991-05-22,Police Officer as Detective,Yes,1955,53.0197,4,0.0000,0,12,0,1,20299,0,0,6
94,M,White,1998-03-16,Police Officer as Detective,Yes,1971,77.6460,55,0.0000,4,15,0,5,20828,0,0,13
95,M,White,1959-12-16,Sergeant of Police,No,1934,,0,,0,12,1,1,,1,0,5
96,F,Black,1982-11-29,Police Officer (Per Arbitration Award),No,1959,0.0000,0,77.9074,0,11,4,1,,4,0,6
104,M,Black,2016-08-29,Police Officer,Yes,1989,,2,,0,1,0,0,8158,0,0,0
107,M,White,2014-08-25,Police Officer,Yes,1990,86.2418,8,98.7144,0,3,0,0,14459,0,0,1
108,F,Black,1999-09-13,Police Officer,Yes,1969,41.5139,5,79.9133,2,6,2,4,18545,2,0,3
111,F,Black,1990-03-26,Police Officer,No,1955,63.2940,0,96.3030,0,17,2,0,,2,0,10
112,M,White,1999-07-12,Police Officer,No,1966,61.8766,9,0.0000,0,3,0,3,,0,0,2
113,F,Black,1985-03-04,Police Officer,No,1954,52.1792,4,0.0000,0,10,1,4,,0,0,8
114,F,Black,1990-08-27,Police Officer,No,1960,56.2074,5,71.5151,1,22,3,2,11084,3,0,12
115,M,Black,2006-02-21,Police Officer,Yes,1970,89.3861,26,0.0000,18,13,0,5,4483,0,0,3
116,M,Black,2010-09-01,Police Officer,Yes,1980,73.7592,25,0.0000,7,4,1,3,11786,1,1,0
117,M,Black,1982-06-14,Police Officer,No,1957,40.6747,3,98.8492,0,18,8,0,,5,0,6
118,M,White,1995-06-05,Police Officer,No,1949,80.5838,17,74.7081,4,14,2,0,18813,1,0,7
119,M,White,1997-03-17,Police Officer,No,1955,83.5412,21,0.0000,6,15,0,3,19317,0,0,7
121,F,White,2017-03-16,Police Officer,Yes,1994,,0,,0,1,0,0,11768,0,0,0
122,M,Black,1981-05-18,Police Officer Assigned Security Specialist,No,1948,41.5894,6,0.0000,0,12,6,1,,6,0,2
124,M,Black,1989-12-26,Police Officer,Yes,1961,61.9992,6,61.1521,1,17,3,4,5831,3,0,2
127,M,Black,1986-06-16,Sergeant of Police,No,1950,92.1618,10,96.3790,0,45,5,4,856,5,1,20
128,M,White,1994-12-05,Police Officer,Yes,1960,90.4873,34,61.1521,3,32,1,5,6231,1,1,14
129,M,White,2002-10-28,Police Officer,No,1978,65.0477,79,0.0000,11,7,0,3,7822,0,0,2
130,M,White,1977-07-18,Sergeant of Police,No,1950,79.5262,5,0.0000,0,19,1,3,1744,1,0,11
132,M,White,2012-10-31,Police Officer,Yes,1987,0.0000,11,98.7841,1,2,0,0,6992,0,0,2
135,M,White,2002-09-30,Police Officer / Field Training Officer,Yes,1971,74.8605,76,73.4652,20,11,1,2,6673,1,1,1
138,M,White,1991-12-02,Lieutenant of Police,No,1962,55.0578,3,0.0000,1,12,0,5,1923,0,1,7
140,M,White,1987-04-13,Sergeant of Police,Yes,1963,35.6089,0,0.0000,0,13,1,3,2593,0,1,4
142,M,White,2010-09-01,Police Officer,Yes,1985,85.1206,53,0.0000,4,7,0,1,5778,0,0,1
143,F,Black,1997-05-05,Police Officer,No,1965,50.3239,7,94.1549,3,15,2,0,16635,1,0,8
144,F,Hispanic,2002-10-28,Police Officer,Yes,1978,33.8300,7,73.6047,1,3,1,2,15702,1,0,0
147,M,Black,1990-03-26,Police Officer,Yes,1964,24.1180,1,0.0000,0,9,1,1,9928,1,0,5
148,M,White,1985-05-06,Police Officer,No,1958,38.8506,5,0.0000,0,4,0,6,,0,0,2
149,F,Black,2007-09-24,Police Officer Assigned Evidence Technician,Yes,1982,68.0586,11,92.6101,6,7,1,2,5868,2,1,2
152,M,White,1992-12-07,Police Officer,Yes,1968,77.6460,14,88.3297,17,31,3,2,18201,3,0,11
156,M,White,1993-12-13,Police Officer,No,1970,86.3763,27,95.6348,2,32,3,7,6621,3,0,18
157,F,White,1991-06-19,Sergeant of Police,Yes,1958,61.9992,6,61.1521,2,24,1,10,2689,1,0,7
160,M,White,1995-12-04,Police Officer,Yes,1969,53.0197,3,79.9133,0,12,4,2,19612,3,0,6
161,M,Black,2004-11-29,Police Officer,Yes,1973,44.9821,28,0.0000,2,4,0,5,12704,0,0,0
164,F,White,1986-06-16,Police Officer,Yes,1963,41.5139,44,0.0000,2,11,0,4,11420,0,0,6
168,M,White,1986-08-11,Police Officer as Detective,Yes,1958,35.6089,5,0.0000,0,10,0,3,20228,0,0,4
169,M,Hispanic,2002-10-28,Police Officer / Explosives Detective Canine Handler,Yes,1978,47.0849,31,73.6047,8,5,1,1,6966,1,0,2
170,M,Hispanic,1991-01-02,Sergeant of Police,Yes,1967,47.6380,9,0.0000,0,16,0,4,1670,0,0,11
171,M,Hispanic,2003-11-24,Police Officer,Yes,1973,34.3731,17,0.0000,4,3,0,17,6788,0,0,1
172,M,Asian/Pacific,2013-03-15,Police Officer,Yes,1974,0.0000,12,0.0000,0,1,0,2,15439,0,0,0
176,M,Hispanic,2013-06-03,Police Officer,Yes,1988,71.7610,6,0.0000,2,2,0,1,8039,0,0,0
178,M,Hispanic,1982-06-14,Police Officer / Field Training Officer,No,1955,72.4290,2,91.9358,2,38,4,0,6373,4,0,26
181,M,Hispanic,2006-12-18,Police Officer,Yes,1975,65.0737,19,0.0000,4,5,0,5,7375,0,0,1
182,M,White,2000-08-14,Police Officer,Yes,1962,67.7995,19,0.0000,0,9,0,2,11616,0,0,2
183,F,Hispanic,1999-12-13,Sergeant of Police,Yes,1973,81.8766,22,93.0935,4,19,2,8,1600,1,1,7
185,M,White,2008-07-28,Police Officer,No,1982,,2,,0,1,1,2,,1,0,0
186,F,Hispanic,1986-08-11,Sergeant of Police,No,1953,32.4497,2,70.2810,1,6,1,3,2439,1,0,4
187,M,Hispanic,2012-07-02,Police Officer / Field Training Officer,Yes,1980,84.7219,14,94.1748,1,5,0,3,10365,0,0,0
188,F,White,2001-07-30,Police Officer,Yes,1976,45.5103,14,0.0000,2,4,0,3,17233,0,0,1
190,M,Hispanic,1991-12-16,Police Officer,No,1956,74.7059,26,85.3789,5,20,2,7,5152,2,0,8
191,M,Hispanic,1986-07-14,Police Officer,No,1960,85.0305,11,85.2022,0,42,5,6,,5,1,20
192,F,Hispanic,2001-03-26,Police Officer,No,1977,78.9064,34,94.8655,1,17,3,1,3510,2,0,2
193,F,Hispanic,2013-11-25,Police Officer,Yes,1985,77.0779,7,0.0000,0,3,0,1,17627,0,0,0
198,M,Hispanic,1983-02-14,Police Officer,Yes,1959,29.7987,0,0.0000,2,21,1,1,8576,1,0,14
200,M,Hispanic,1971-10-25,Captain of Police,No,1950,63.7189,11,87.1297,1,16,3,1,15,3,1,8
202,F,Hispanic,2006-08-28,Police Officer,Yes,1983,57.0311,22,0.0000,0,4,0,4,13110,0,0,2
203,M,Hispanic,1986-07-14,Police Officer as Detective,Yes,1962,47.6380,4,0.0000,0,18,0,1,20510,0,0,12
204,M,Hispanic,1991-12-02,Police Officer Assigned Evidence Technician,Yes,1967,47.6380,24,0.0000,3,8,0,1,3176,0,0,5
208,M,Hispanic,2000-01-24,Police Officer,Yes,1967,78.4533,10,0.0000,11,13,0,2,13438,0,0,4
209,M,Hispanic,2007-09-24,Police Officer / Field Training Officer,Yes,1984,85.0857,40,92.6101,22,11,0,1,14254,0,0,0
210,M,Hispanic,2005-12-05,Sergeant of Police,Yes,1979,67.8543,36,0.0000,8,6,0,1,2174,0,0,1
211,M,Hispanic,2009-12-16,Police Officer,Yes,1974,76.9235,22,0.0000,6,6,0,5,12033,0,0,0
213,F,White,1996-05-06,Police Officer,Yes,1960,47.6380,4,0.0000,3,9,0,3,19883,0,0,5
216,M,White,1994-09-06,Police Officer,Yes,1957,69.1001,24,0.0000,0,20,0,6,3162,0,0,14
218,M,White,1980-01-28,Police Officer,No,1955,0.0000,0,76.1654,0,13,4,1,,4,0,9
220,M,White,1967-02-27,Police Officer,No,1945,56.4447,0,0.0000,0,18,2,4,,2,0,12
222,M,Asian/Pacific,2006-06-26,Police Officer,Yes,1981,56.6922,110,78.2490,14,5,0,4,16794,0,0,2
223,F,Black,1990-07-30,Police Officer,No,1959,49.4711,1,0.0000,0,9,2,0,,2,0,3
225,M,Black,1978-02-27,Police Officer,No,1951,60.9828,6,0.0000,0,23,4,1,,3,0,11
229,M,Hispanic,1996-08-05,Police Officer,Yes,1969,72.3141,10,79.9133,0,17,1,2,19098,1,0,11
230,M,Hispanic,2000-06-19,Police Officer,Yes,1972,55.3618,8,0.0000,0,6,1,3,19518,1,0,1
232,M,White,1971-10-12,Sergeant of Police,No,1950,36.6897,2,0.0000,0,9,0,0,1020,0,0,6
233,M,White,1999-03-08,Police Officer,Yes,1975,74.8804,36,0.0000,16,12,0,10,4088,0,0,6
237,F,White,1995-12-04,Police Officer,No,1962,84.7609,1,90.0336,1,19,2,0,19552,1,0,9
238,M,Asian/Pacific,1991-04-24,Police Officer / Explosives Detective Canine Handler,Yes,1957,47.6380,15,0.0000,0,15,0,2,4355,0,0,8
240,M,Black,2016-08-29,Police Officer,Yes,1990,,0,,0,2,1,0,8421,1,0,1
241,M,Black,1994-05-31,Police Officer,Yes,1965,77.6460,21,93.0935,4,29,6,1,4031,6,0,14
242,M,Black,2007-07-30,Police Officer as Detective,Yes,1981,93.4871,39,79.4050,18,15,1,5,20033,1,0,2
243,M,Black,1985-04-08,Police Officer,Yes,1956,41.5139,0,61.1521,0,24,2,1,17487,2,0,19
244,F,Black,2006-08-28,Police Officer Assigned Evidence Technician,Yes,1975,79.0562,15,78.5131,3,9,0,4,14249,0,1,1
245,M,Black,1998-03-16,Police Officer,No,1967,96.6067,2,96.1357,1,27,5,0,9330,4,0,18
246,F,Black,2001-08-27,Police Officer,Yes,1977,56.9563,25,0.0000,2,6,0,2,3882,0,1,3
247,F,Black,2006-12-18,Police Officer,Yes,1979,57.4995,11,0.0000,7,4,0,2,6096,0,0,0
248,M,Black,1976-03-08,Police Officer,No,1943,54.5694,9,89.8632,0,7,1,3,,0,1,4
249,M,Black,1994-07-05,Police Officer,No,1968,80.3893,1,96.5159,0,12,4,1,,4,0,4
250,M,Black,1995-12-04,Police Officer,Yes,1972,57.7487,6,61.1521,2,11,2,4,9183,2,0,1
251,F,White,2013-07-15,Police Officer,Yes,1986,0.0000,15,96.6165,3,2,0,1,17773,0,0,0
252,M,White,1994-07-05,Police Officer,Yes,1968,47.6380,32,61.1521,1,18,2,5,6049,2,0,10
254,M,White,2012-10-05,Police Officer,Yes,1984,86.1072,30,0.0000,10,5,0,2,9351,0,0,0
255,M,Hispanic,2008-07-28,Police Officer,No,1981,76.8365,76,0.0000,6,5,0,2,15164,0,1,1
256,M,Black,1994-07-05,Police Officer,Yes,1970,69.1001,7,0.0000,13,24,5,3,13545,4,0,13
257,M,Hispanic,1993-11-22,Police Officer as Detective,Yes,1958,29.7987,1,0.0000,0,16,0,1,21104,0,0,7
258,M,Hispanic,1991-05-22,Police Officer,Yes,1960,47.6380,33,0.0000,1,17,2,2,5001,2,0,9
259,M,White,1982-08-30,Police Officer / Explosives Detective Canine Handler,No,1958,33.7435,2,0.0000,0,11,1,5,,1,0,7
260,M,Hispanic,2001-10-29,Police Officer,Yes,1973,83.4513,73,0.0000,3,14,0,1,13934,0,1,4
262,M,Hispanic,2003-02-24,Police Officer,Yes,1976,94.3592,87,73.9835,49,23,1,4,13577,1,3,10
263,F,Hispanic,2000-06-19,Police Officer,Yes,1968,88.2201,43,90.5721,26,22,4,2,4715,4,0,5
265,M,Hispanic,2007-04-02,Police Officer,Yes,1976,29.3402,25,0.0000,4,1,0,1,7265,0,0,0
266,M,White,2014-10-27,Police Officer,Yes,1987,0.0000,9,0.0000,0,1,0,0,15405,0,0,1
270,M,Hispanic,1992-09-28,Police Officer,Yes,1958,83.7403,25,61.1521,7,33,2,6,17915,2,1,18
273,F,White,2013-03-15,Police Officer,Yes,1980,70.1764,14,0.0000,0,2,0,1,14558,0,0,0
274,M,Black,1990-03-26,Sergeant of Police,No,1943,38.7461,3,86.0958,1,7,2,0,1961,2,0,4
278,M,White,1977-01-03,Police Officer,No,1952,38.8406,2,86.2022,0,4,0,1,,0,0,2
280,F,White,2006-07-31,Police Officer / Field Training Officer,Yes,1974,56.8567,11,0.0000,1,4,0,3,13133,0,0,1
283,M,Hispanic,2003-09-29,Police Officer,Yes,1970,77.5314,52,74.5515,14,11,0,6,15731,0,1,1
286,M,Hispanic,1995-02-06,Police Officer,No,1946,53.8470,9,89.7634,2,6,0,6,7563,0,0,2
287,M,Hispanic,1998-09-28,Police Officer,Yes,1971,81.8766,86,61.1521,17,17,1,8,11046,1,0,9
288,M,Hispanic,2005-08-29,Police Officer,Yes,1979,76.2358,40,90.3827,12,10,1,2,11798,1,0,2
289,F,Hispanic,2006-05-01,Police Officer,Yes,1966,68.5420,24,0.0000,6,7,0,8,11992,0,0,1
291,M,Hispanic,2006-03-27,Police Officer,Yes,1978,68.4074,88,91.1401,17,9,2,4,5142,2,0,0
292,M,Hispanic,2000-10-10,Police Officer,Yes,1978,60.4893,35,0.0000,8,7,0,7,9788,0,0,3
293,F,Hispanic,1987-12-07,Police Officer,No,1954,0.0000,2,61.1521,0,3,0,1,13463,0,0,1
295,M,White,2001-02-05,Lieutenant of Police,Yes,1976,74.6661,76,0.0000,9,12,1,5,262,0,0,3
297,M,White,1995-09-05,Police Officer as Detective,Yes,1970,29.7987,8,0.0000,1,5,0,3,1862,0,0,2
300,F,Black,1991-01-30,Police Officer,Yes,1962,77.6460,11,0.0000,1,17,1,2,6408,1,0,6
302,M,Asian/Pacific,1999-10-04,Police Officer,Yes,1961,47.6380,9,0.0000,2,6,0,3,15729,0,0,3
303,M,Hispanic,2013-04-01,Police Officer,Yes,1976,50.0997,9,0.0000,0,1,0,1,4948,0,0,0
304,M,Hispanic,2014-10-27,Police Officer,Yes,1987,0.0000,10,0.0000,0,2,0,2,15095,0,0,0
305,M,Hispanic,2014-02-18,Police Officer,Yes,1983,0.0000,4,0.0000,5,1,1,0,19061,0,0,0
306,M,Hispanic,1995-02-06,Police Officer,Yes,1967,57.7487,1,0.0000,1,14,0,2,10381,0,1,4
309,M,White,2002-12-02,Police Officer,No,1973,64.7249,34,92.3460,7,10,3,4,18480,3,4,1
310,F,White,2002-09-30,Police Officer,No,1971,27.0879,5,92.2264,4,4,0,5,3109,0,0,1
311,M,White,1977-11-01,Police Officer as Detective,No,1948,32.6373,0,0.0000,0,4,0,1,,0,0,3
312,F,White,1991-12-16,Lieutenant of Police,Yes,1967,53.0197,18,0.0000,8,15,0,14,254,0,0,7
315,M,White,1995-06-05,Police Officer as Detective,No,1953,49.7459,1,0.0000,0,6,0,1,,0,0,3
319,M,Black,1990-03-26,Deputy Chief,Yes,1966,0.0000,1,61.1521,0,11,0,22,531,0,2,8
323,M,Black,1982-08-30,Captain of Police,No,1960,38.6833,7,94.5524,0,12,1,6,69,1,0,3
325,F,Black,1996-12-02,Police Officer,Yes,1965,41.5139,7,88.3297,1,7,0,8,19249,0,0,5
326,M,Black,2006-09-25,Police Officer,Yes,1983,57.1557,84,78.6028,4,5,1,1,7727,1,0,1
327,M,Asian/Pacific,2006-07-31,Police Officer,Yes,1981,39.4409,27,0.0000,7,5,1,1,12905,1,0,2
331,F,Black,1995-01-03,Police Officer,No,1951,51.7377,1,94.9539,0,4,3,0,,2,0,1
332,M,Black,1997-07-07,Police Officer,No,1950,58.0095,5,95.6283,1,12,4,1,11442,4,0,4
336,M,Black,1998-04-13,Police Officer,Yes,1959,47.6380,6,61.1521,0,7,1,1,8860,1,0,3
337,F,White,1996-05-06,Police Officer,Yes,1967,57.7487,8,0.0000,4,8,0,5,19838,0,0,3
338,M,Hispanic,1995-12-04,Police Officer,Yes,1963,47.6380,5,0.0000,3,10,1,1,19618,1,0,3
339,M,Asian/Pacific,2001-02-05,Police Officer,Yes,1975,74.6661,95,0.0000,14,12,0,4,13813,0,0,4
340,M,Asian/Pacific,2006-12-18,Police Officer,Yes,1979,83.2121,32,0.0000,11,10,0,2,8030,0,0,1
341,M,White,1990-08-27,Police Officer as Detective,Yes,1963,35.6089,1,79.9133,0,11,1,4,20547,1,2,7
343,M,Black,1975-05-21,Police Officer,No,1950,51.7244,5,0.0000,0,4,2,6,,2,0,1
344,M,Hispanic,2003-09-29,Police Officer,Yes,1973,0.0000,5,87.0241,1,3,1,3,14598,1,0,1
345,F,White,2002-09-30,Police Officer,Yes,1977,52.9799,19,0.0000,5,6,0,3,3324,0,0,1
346,M,Black,1986-12-22,Police Officer,No,1946,32.5485,0,90.7647,0,17,10,0,,9,0,3
347,M,Unknown,2017-02-16,Police Officer,Yes,1990,,0,,0,1,0,0,12969,0,0,0
348,M,Asian/Pacific,2015-10-26,Police Officer,Yes,1986,,2,,0,3,0,1,14112,0,0,0
351,M,Asian/Pacific,1994-10-03,Police Officer,No,1953,76.5049,8,84.2735,3,18,3,4,18524,3,0,5
352,M,Asian/Pacific,2006-09-25,Police Officer,Yes,1981,96.3076,65,0.0000,14,20,1,5,7241,1,1,7
353,M,Asian/Pacific,2006-11-27,Police Officer,Yes,1983,87.4277,154,0.0000,9,14,1,2,8411,0,0,2
354,M,Black,1996-12-02,Police Officer,Yes,1968,35.6089,2,79.9133,0,6,1,1,6806,1,0,3
357,M,White,1997-09-02,Sergeant of Police,Yes,1973,47.6380,11,61.1521,2,6,0,6,2541,0,0,1
361,M,White,1991-06-19,Police Officer as Detective,No,1960,62.0886,6,86.3017,1,21,4,7,21211,4,0,7
364,M,White,1994-05-02,Police Officer,No,1962,95.0519,1,83.0052,0,28,3,0,,3,0,13
366,M,Black,1991-05-22,Police Officer as Detective,Yes,1967,65.6966,1,0.0000,0,21,0,3,20209,0,1,17
367,M,Hispanic,1995-06-05,Explosives Tech I,Yes,1971,29.7987,2,0.0000,2,3,0,7,21244,0,0,2
368,F,Black,1985-07-01,Police Officer,No,1955,28.9750,3,77.2887,1,8,2,0,17423,2,0,2
370,M,Black,1955-11-16,Police Officer as Detective,No,1931,,0,,0,1,0,0,,0,0,0
372,F,Black,1986-12-22,Police Officer,No,1960,32.3899,3,0.0000,0,18,1,1,,1,0,14
374,M,Black,1994-01-18,Police Officer,Yes,1960,35.6089,1,0.0000,0,9,0,1,4826,0,0,5
376,F,Black,1990-08-27,Police Officer,Yes,1966,53.0197,0,88.3297,1,27,8,1,11090,8,0,14
385,M,Black,1991-03-27,Police Officer,Yes,1964,95.4256,6,79.9133,2,38,5,2,12788,4,0,11
387,M,White,1991-12-02,Police Officer,Yes,1967,65.6966,15,0.0000,3,27,2,6,9023,2,0,16
388,M,Hispanic,2003-08-25,Sergeant of Police,Yes,1970,70.8342,35,0.0000,16,8,0,3,2007,0,0,0
389,M,Black,1982-07-19,Police Officer,No,1958,91.4621,5,79.3999,1,47,1,6,12253,1,0,27
392,F,Black,1996-05-06,Police Officer,No,1955,26.1860,2,93.9306,1,7,4,1,13337,3,0,2
393,M,White,1998-08-31,Sergeant of Police,Yes,1970,77.6460,41,0.0000,6,14,0,3,1450,0,0,4
394,M,White,1990-03-26,Sergeant of Police,Yes,1964,57.7487,42,0.0000,4,8,0,4,1851,0,0,1
395,M,Black,1993-11-22,Sergeant of Police,Yes,1966,61.9992,27,88.3297,0,17,2,9,1442,0,0,9
397,M,Black,1995-07-10,Sergeant of Police,No,1973,82.6745,6,93.6654,1,20,2,1,17308,2,0,11
398,M,Black,2001-10-29,Police Officer,Yes,1972,45.6847,7,72.5434,3,5,1,2,6348,1,0,1
399,F,Black,2015-02-02,Police Officer,Yes,1987,0.0000,5,99.3273,1,1,0,0,13602,0,0,0
400,M,Black,1992-01-02,Police Officer / Field Training Officer,Yes,1968,81.8766,26,0.0000,3,23,1,5,18439,1,0,12
403,M,Black,2003-10-27,Police Officer,Yes,1970,95.3957,91,74.6960,50,25,1,7,15090,0,0,2
405,F,Black,1991-05-22,Police Officer,No,1961,49.7459,3,0.0000,1,12,1,0,5196,1,0,8
406,F,Black,2001-10-29,Police Officer,Yes,1964,61.7451,17,96.6912,2,12,5,2,9092,4,0,2
409,M,Black,1986-07-14,Police Officer,No,1956,29.3145,2,0.0000,0,13,0,0,,0,0,12
412,M,Black,2005-01-03,Police Officer,No,1975,,2,,0,3,1,2,,1,0,0
419,M,Hispanic,2014-08-25,Police Officer,Yes,1981,65.4923,7,0.0000,0,2,0,0,18686,0,0,0
420,M,Hispanic,1986-11-17,Police Officer,No,1955,81.2076,12,0.0000,0,31,1,0,,1,1,24
422,M,Hispanic,1999-05-10,Police Officer,No,1976,99.5391,4,98.5641,3,39,4,0,10650,3,0,24
424,M,Hispanic,1990-03-26,Police Officer as Detective,No,1965,41.5139,0,79.9133,0,17,1,4,,0,0,6
425,M,Hispanic,1985-09-09,Police Officer,No,1956,58.5850,12,73.6061,1,41,0,0,17447,0,1,21
426,F,Hispanic,1997-09-02,Police Officer,Yes,1957,57.7487,48,0.0000,6,9,2,3,5296,2,0,4
428,M,Hispanic,2002-03-25,Police Officer,Yes,1971,57.5742,34,0.0000,2,7,0,5,5011,0,0,2
429,M,White,1995-12-04,Police Officer as Detective,Yes,1961,72.3141,5,0.0000,2,20,2,9,20060,2,0,6
